location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
2616564,"7th Ave and W 16th St","pm25",8.875446404729571,"µg/m³","2026-01-01T01:00:00Z","2025-12-31T20:00:00-05:00","America/New_York",40.740022,-73.998504,,,,"Unknown Person","AirGradient"
2616564,"7th Ave and W 16th St","pm25",9.813244066068103,"µg/m³","2026-01-01T02:00:00Z","2025-12-31T21:00:00-05:00","America/New_York",40.740022,-73.998504,,,,"Unknown Person","AirGradient"
2616564,"7th Ave and W 16th St","pm25",9.793303541484333,"µg/m³","2026-01-01T03:00:00Z","2025-12-31T22:00:00-05:00","America/New_York",40.740022,-73.998504,,,,"Unknown Person","AirGradient"
2616564,"7th Ave and W 16th St","pm25",6.7010416473661145,"µg/m³","2026-01-01T04:00:00Z","2025-12-31T23:00:00-05:00","America/New_York",40.740022,-73.998504,,,,"Unknown Person","AirGradient"
2616564,"7th Ave and W 16th St","pm25",6.401636912709191,"µg/m³","2026-01-01T05:00:00Z","2026-01-01T00:00:00-05:00","America/New_York",40.740022,-73.998504,,,,"Unknown Person","AirGradient"
2616564,"7th Ave and W 16th St","pm25",5.164434527357419,"µg/m³","2026-01-01T06:00:00Z","2026-01-01T01:00:00-05:00","America/New_York",40.740022,-73.998504,,,,"Unknown Person","AirGradient"
2616564,"7th Ave and W 16th St","pm25",4.5876487990220385,"µg/m³","2026-01-01T07:00:00Z","2026-01-01T02:00:00-05:00","America/New_York",40.740022,-73.998504,,,,"Unknown Person","AirGradient"
2616564,"7th Ave and W 16th St","pm25",4.6339285632684115,"µg/m³","2026-01-01T08:00:00Z","2026-01-01T03:00:00-05:00","America/New_York",40.740022,-73.998504,,,,"Unknown Person","AirGradient"
2616564,"7th Ave and W 16th St","pm25",5.255208314884276,"µg/m³","2026-01-01T09:00:00Z","2026-01-01T04:00:00-05:00","America/New_York",40.740022,-73.998504,,,,"Unknown Person","AirGradient"
2616564,"7th Ave and W 16th St","pm25",4.606696432545072,"µg/m³","2026-01-01T10:00:00Z","2026-01-01T05:00:00-05:00","America/New_York",40.740022,-73.998504,,,,"Unknown Person","AirGradient"
2616564,"7th Ave and W 16th St","pm25",4.155505957702796,"µg/m³","2026-01-01T11:00:00Z","2026-01-01T06:00:00-05:00","America/New_York",40.740022,-73.998504,,,,"Unknown Person","AirGradient"
2616564,"7th Ave and W 16th St","pm25",0.706818182819656,"µg/m³","2026-01-01T12:00:00Z","2026-01-01T07:00:00-05:00","America/New_York",40.740022,-73.998504,,,,"Unknown Person","AirGradient"
2616564,"7th Ave and W 16th St","pm25",0.04166666773103533,"µg/m³","2026-01-01T13:00:00Z","2026-01-01T08:00:00-05:00","America/New_York",40.740022,-73.998504,,,,"Unknown Person","AirGradient"
2616564,"7th Ave and W 16th St","pm25",0.141666667979388,"µg/m³","2026-01-01T14:00:00Z","2026-01-01T09:00:00-05:00","America/New_York",40.740022,-73.998504,,,,"Unknown Person","AirGradient"
2616564,"7th Ave and W 16th St","pm25",0.17425595600867552,"µg/m³","2026-01-01T15:00:00Z","2026-01-01T10:00:00-05:00","America/New_York",40.740022,-73.998504,,,,"Unknown Person","AirGradient"
2616564,"7th Ave and W 16th St","pm25",0.36815476521760937,"µg/m³","2026-01-01T16:00:00Z","2026-01-01T11:00:00-05:00","America/New_York",40.740022,-73.998504,,,,"Unknown Person","AirGradient"
2616564,"7th Ave and W 16th St","pm25",0.45699405257723175,"µg/m³","2026-01-01T17:00:00Z","2026-01-01T12:00:00-05:00","America/New_York",40.740022,-73.998504,,,,"Unknown Person","AirGradient"
2616564,"7th Ave and W 16th St","pm25",1.173214289326487,"µg/m³","2026-01-01T18:00:00Z","2026-01-01T13:00:00-05:00","America/New_York",40.740022,-73.998504,,,,"Unknown Person","AirGradient"
2616564,"7th Ave and W 16th St","pm25",1.430952373382059,"µg/m³","2026-01-01T19:00:00Z","2026-01-01T14:00:00-05:00","America/New_York",40.740022,-73.998504,,,,"Unknown Person","AirGradient"
2616564,"7th Ave and W 16th St","pm25",2.5938988033504717,"µg/m³","2026-01-01T20:00:00Z","2026-01-01T15:00:00-05:00","America/New_York",40.740022,-73.998504,,,,"Unknown Person","AirGradient"
2616564,"7th Ave and W 16th St","pm25",1.4616071409767581,"µg/m³","2026-01-01T21:00:00Z","2026-01-01T16:00:00-05:00","America/New_York",40.740022,-73.998504,,,,"Unknown Person","AirGradient"
